model,calculusType,cell,alpha_0,beta_0,r_nucleus,D_t,radiation_type,particle,meanEnergy,meanEnergy_sigma,meanLET,meanLET_sigma,LETd,LETd_sigma,nFractions,timeSpacing,fracDeliveryTime,alpha,beta,alpha_sigma,beta_sigma
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF121.mixedField,9.80413,4.45933,0.0250631,0.0459231,0.109208,0.0415104,1,0,0,3.03906,0.00102569,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF122.mixedField,9.60567,4.33589,0.0251147,0.0498024,0.123873,0.132703,1,0,0,3.01659,0.00105799,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF123.mixedField,9.61619,4.24226,0.0251497,0.0509764,0.128475,0.121192,1,0,0,2.90116,0.00108295,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF124.mixedField,9.64999,4.3926,0.0255768,0.0468353,0.11134,0.0420863,1,0,0,2.98712,0.00101322,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF125.mixedField,9.56381,4.43057,0.0238795,0.0432635,0.102262,0.0488637,1,0,0,3.22902,0.00117108,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF126.mixedField,9.54317,4.36844,0.0245288,0.0443929,0.104872,0.040764,1,0,0,3.1331,0.00111435,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF127.mixedField,9.34289,4.21992,0.0245548,0.0471844,0.115224,0.0920426,1,0,0,3.0893,0.00115054,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF128.mixedField,9.35449,4.29054,0.0246232,0.0480614,0.118433,0.134196,1,0,0,3.14377,0.00112332,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF129.mixedField,9.2192,4.38092,0.0260264,0.047623,0.113167,0.0896011,1,0,0,3.14673,0.000982223,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF130.mixedField,9.2859,4.33085,0.027093,0.04898,0.115641,0.0427113,1,0,0,2.91189,0.000925612,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF131.mixedField,9.12923,4.23935,0.026304,0.0471351,0.110767,0.0418186,1,0,0,3.00675,0.00100283,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF132.mixedField,9.26991,4.30971,0.0267171,0.0480707,0.113208,0.0434306,1,0,0,2.97295,0.000947562,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF133.mixedField,8.95068,4.20938,0.0278343,0.0517572,0.124076,0.0852796,1,0,0,2.90363,0.000908574,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF134.mixedField,8.75889,4.27103,0.0275568,0.0498764,0.117831,0.0959236,1,0,0,3.09724,0.000912582,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF135.mixedField,8.85186,4.23789,0.0270304,0.0470759,0.109017,0.0407029,1,0,0,3.07498,0.000957109,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF136.mixedField,9.00629,4.35572,0.0287977,0.052137,0.12319,0.0855725,1,0,0,2.92705,0.000807719,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF137.mixedField,8.84,4.23619,0.02766,0.0488074,0.113783,0.053971,1,0,0,3.00732,0.000914235,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF138.mixedField,8.62375,4.12058,0.0272413,0.0474114,0.109757,0.0412047,1,0,0,3.0486,0.000978063,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF139.mixedField,8.74514,4.20327,0.0257658,0.0466364,0.110178,0.0956716,1,0,0,3.24173,0.00106702,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF140.mixedField,8.61594,4.08825,0.0269744,0.0487537,0.115092,0.0790504,1,0,0,3.04283,0.00100688,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF141.mixedField,8.43617,4.07648,0.0266491,0.046004,0.106065,0.0407307,1,0,0,3.11983,0.00106126,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF142.mixedField,8.20826,4.08169,0.0276842,0.047203,0.108168,0.0626355,1,0,0,3.17957,0.000965448,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF143.mixedField,8.60695,4.19491,0.0275212,0.0473191,0.10888,0.0441783,1,0,0,3.10604,0.000937492,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF144.mixedField,8.49156,4.16633,0.0273616,0.0463974,0.106038,0.0394982,1,0,0,3.15236,0.000956865,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF145.mixedField,8.47258,4.03914,0.0285799,0.0508997,0.11923,0.0694125,1,0,0,2.92245,0.000906389,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF146.mixedField,8.3336,3.95097,0.0290094,0.0511066,0.119045,0.0441036,1,0,0,2.84844,0.000907169,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF147.mixedField,8.61677,4.22235,0.0284592,0.0485921,0.111427,0.0403682,1,0,0,3.03914,0.00086604,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF148.mixedField,8.36196,4.10831,0.0270359,0.0455735,0.103858,0.0391458,1,0,0,3.20534,0.000998208,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF149.mixedField,8.46053,4.12089,0.0269158,0.0464894,0.107213,0.0575689,1,0,0,3.1725,0.00100269,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF150.mixedField,8.29294,4.14719,0.0291285,0.0508468,0.117887,0.076413,1,0,0,3.06048,0.000848219,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF151.mixedField,8.44343,4.26252,0.0298739,0.0500305,0.113661,0.0399968,1,0,0,3.01574,0.000778112,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF152.mixedField,8.50978,4.0366,0.0256695,0.0443148,0.102173,0.0399848,1,0,0,3.20563,0.00112958,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF153.mixedField,8.6367,4.25598,0.028404,0.0489644,0.112811,0.0499237,1,0,0,3.06618,0.000862217,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF154.mixedField,8.36596,4.13562,0.0292409,0.0496827,0.113656,0.0409887,1,0,0,2.99132,0.000844809,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF155.mixedField,8.20224,4.13832,0.0291467,0.0486316,0.110289,0.0421437,1,0,0,3.09475,0.0008491,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF156.mixedField,8.37503,4.17032,0.0260083,0.0448931,0.103499,0.0881851,1,0,0,3.39436,0.00105853,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF157.mixedField,8.29384,4.09342,0.0282624,0.0477562,0.108958,0.0401752,1,0,0,3.08707,0.000916827,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF158.mixedField,8.08992,4.04195,0.0279484,0.0483932,0.111742,0.0923564,1,0,0,3.18339,0.000951688,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF159.mixedField,8.26958,4.05506,0.0282638,0.0494226,0.114685,0.0782616,1,0,0,3.05988,0.000927447,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF160.mixedField,7.92148,3.93517,0.0272976,0.0461606,0.105356,0.0606245,1,0,0,3.24344,0.00104315,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF161.mixedField,8.28995,4.20596,0.0288816,0.0505787,0.117457,0.090692,1,0,0,3.15363,0.000845986,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF162.mixedField,8.08449,3.9913,0.027987,0.0469268,0.106671,0.0399247,1,0,0,3.13477,0.000965281,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF163.mixedField,8.02899,4.10231,0.0284307,0.0472291,0.106888,0.0607429,1,0,0,3.23917,0.000900824,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF164.mixedField,7.85689,3.98949,0.0316976,0.0527293,0.119413,0.0418461,1,0,0,2.88925,0.000751397,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF165.mixedField,8.04284,4.04936,0.0289372,0.0497447,0.114451,0.0769324,1,0,0,3.11711,0.000887362,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF166.mixedField,8.00323,3.98535,0.0291025,0.0487575,0.11079,0.0406377,1,0,0,3.04754,0.000894415,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF167.mixedField,7.96092,4.0329,0.0345279,0.0583608,0.133172,0.0446306,1,0,0,2.65019,0.000622658,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF168.mixedField,7.75832,3.80449,0.0289507,0.0495783,0.113854,0.0583872,1,0,0,3.00864,0.00095934,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF169.mixedField,7.92243,4.12006,0.0280384,0.046045,0.103654,0.0387645,1,0,0,3.21949,0.000965196,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF170.mixedField,7.85532,3.85511,0.0260343,0.0434198,0.0984493,0.0390423,1,0,0,3.30408,0.00118353,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF171.mixedField,8.06315,4.14176,0.0289571,0.0471414,0.105702,0.0382369,1,0,0,3.20025,0.000857705,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF172.mixedField,7.972,4.01303,0.0285812,0.0472374,0.106653,0.0393628,1,0,0,3.15566,0.000919401,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF173.mixedField,7.87919,3.89614,0.0290532,0.04894,0.111492,0.042662,1,0,0,3.03326,0.000924696,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF174.mixedField,7.74873,3.91004,0.030282,0.0519506,0.119406,0.0870814,1,0,0,2.99878,0.000845365,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF175.mixedField,7.76856,3.95921,0.029284,0.0531572,0.125776,0.139204,1,0,0,3.14782,0.000889348,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF176.mixedField,7.55907,3.97554,0.0308826,0.0492636,0.109468,0.038888,1,0,0,3.12819,0.000792971,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF177.mixedField,7.78315,4.02234,0.0290055,0.0468457,0.104664,0.0393057,1,0,0,3.23039,0.000888865,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF178.mixedField,7.72143,3.95414,0.0277983,0.045106,0.100988,0.0444576,1,0,0,3.32711,0.000990018,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF179.mixedField,7.91404,4.03576,0.0288045,0.0477295,0.107893,0.054166,1,0,0,3.1933,0.000897699,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF180.mixedField,7.65968,3.94628,0.029206,0.0478396,0.107568,0.0552752,1,0,0,3.20644,0.00089847,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF181.mixedField,7.6666,3.99436,0.0290106,0.0494889,0.113433,0.115169,1,0,0,3.2761,0.000894158,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF182.mixedField,7.42514,3.76452,0.0296471,0.0489694,0.110532,0.0500003,1,0,0,3.09905,0.00092584,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF183.mixedField,7.26529,3.82226,0.0315525,0.0509934,0.113965,0.0584434,1,0,0,3.0691,0.000802389,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF184.mixedField,7.36765,3.79166,0.0311623,0.0534675,0.1229,0.101423,1,0,0,3.01275,0.000828287,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF185.mixedField,7.61441,3.87334,0.0292826,0.0477688,0.107208,0.0396661,1,0,0,3.13748,0.000915901,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF186.mixedField,7.33832,3.87374,0.0313189,0.0512028,0.11503,0.0768165,1,0,0,3.11172,0.000795855,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF187.mixedField,7.78451,3.99352,0.0301295,0.0499458,0.112925,0.0567096,1,0,0,3.08128,0.00083129,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF188.mixedField,7.58571,3.77197,0.0286952,0.0475815,0.107593,0.0407249,1,0,0,3.1064,0.000987695,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF189.mixedField,7.60374,3.8973,0.0320252,0.052639,0.118547,0.0417288,1,0,0,2.91378,0.000757562,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF190.mixedField,7.59347,3.85313,0.0284148,0.0463121,0.103897,0.0408519,1,0,0,3.22573,0.000980006,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF191.mixedField,7.41505,3.82036,0.0290736,0.0466156,0.103815,0.0387446,1,0,0,3.22415,0.000944543,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF192.mixedField,7.24242,3.71108,0.0308005,0.0499522,0.111813,0.0409752,1,0,0,3.03047,0.000875985,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF193.mixedField,7.44871,3.90296,0.0317698,0.0517081,0.115929,0.0567041,1,0,0,3.03275,0.000766973,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF194.mixedField,7.4988,3.93769,0.0307601,0.0490083,0.108842,0.0390443,1,0,0,3.12954,0.000819204,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF195.mixedField,7.65942,4.03155,0.0280565,0.0454926,0.101821,0.0385043,1,0,0,3.26846,0.000997257,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF196.mixedField,7.51791,3.78773,0.0309249,0.051381,0.116293,0.0426702,1,0,0,2.93204,0.000849147,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF197.mixedField,7.63734,3.84878,0.0273977,0.0445402,0.0998064,0.0383543,1,0,0,3.30822,0.0010567,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF198.mixedField,7.44778,4.01015,0.0330903,0.0566241,0.129985,0.122212,1,0,0,3.02565,0.000678652,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF199.mixedField,7.65087,3.94519,0.0286946,0.0461042,0.102771,0.0381015,1,0,0,3.26509,0.000930987,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF200.mixedField,7.42905,3.89902,0.0290502,0.0462856,0.102797,0.0467745,1,0,0,3.3155,0.00092027,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF201.mixedField,7.75357,4.13727,0.0308226,0.0487414,0.1079,0.0377286,1,0,0,3.18447,0.000758858,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF202.mixedField,7.74402,3.98015,0.0307708,0.0502824,0.112937,0.0402242,1,0,0,3.02852,0.000799237,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF203.mixedField,7.32651,3.89474,0.0300143,0.0492794,0.110924,0.0945064,1,0,0,3.27107,0.000860269,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF204.mixedField,7.36524,3.82706,0.0307394,0.050804,0.114705,0.0750603,1,0,0,3.09303,0.000841061,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF205.mixedField,7.19351,3.80435,0.030406,0.0477619,0.105431,0.0384217,1,0,0,3.21204,0.00086894,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF206.mixedField,7.69169,3.9834,0.0300231,0.0484761,0.108294,0.0390423,1,0,0,3.13646,0.000838655,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF207.mixedField,7.68092,3.92904,0.0284144,0.0459356,0.102675,0.0383453,1,0,0,3.25585,0.000955196,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF208.mixedField,7.56836,3.954,0.0311922,0.0501485,0.111817,0.0396244,1,0,0,3.06961,0.000783181,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF209.mixedField,7.59184,3.92603,0.0288652,0.0462465,0.102959,0.0381262,1,0,0,3.25636,0.000925561,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF210.mixedField,7.29064,3.67464,0.0270021,0.0434018,0.096764,0.0381762,1,0,0,3.36332,0.00115861,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF211.mixedField,7.39766,4.15671,0.0363873,0.0557902,0.121927,0.0388325,1,0,0,2.9237,0.00052985,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF212.mixedField,7.34712,3.80917,0.0286296,0.0454416,0.100756,0.0379305,1,0,0,3.30967,0.00097714,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF213.mixedField,7.18389,3.77746,0.0299899,0.0472296,0.10437,0.0384344,1,0,0,3.23004,0.00090196,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF214.mixedField,7.34239,3.82513,0.0306272,0.048987,0.10898,0.0395319,1,0,0,3.11553,0.000847643,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF215.mixedField,7.35492,3.9171,0.0311801,0.049043,0.10832,0.0384892,1,0,0,3.1555,0.00079123,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF216.mixedField,7.44576,3.77176,0.0307254,0.0505456,0.113877,0.0415476,1,0,0,2.98422,0.000859259,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF217.mixedField,7.40717,4.02063,0.0315884,0.048992,0.107572,0.0374989,1,0,0,3.20142,0.000743009,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF218.mixedField,7.50062,3.81887,0.0280678,0.0452765,0.101104,0.0384679,1,0,0,3.28374,0.00101582,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF219.mixedField,7.33871,3.89015,0.0305026,0.0485249,0.107698,0.0488993,1,0,0,3.2038,0.000834922,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF220.mixedField,7.7797,3.8522,0.0270526,0.0447243,0.100992,0.0390834,1,0,0,3.26149,0.00108294,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF221.mixedField,8.04255,4.07324,0.030025,0.0498205,0.112692,0.0402845,1,0,0,3.02779,0.000814993,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF222.mixedField,7.82951,4.03125,0.0290506,0.0470287,0.105183,0.0383845,1,0,0,3.21161,0.000883828,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF223.mixedField,7.49949,3.89226,0.0306501,0.0493605,0.110143,0.0396662,1,0,0,3.09646,0.000828646,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF224.mixedField,7.33254,3.9258,0.0276653,0.0424638,0.0928434,0.0364584,1,0,0,3.57332,0.00100363,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF225.mixedField,7.51661,3.9003,0.0314727,0.050931,0.113892,0.0404192,1,0,0,3.01681,0.000783288,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF226.mixedField,7.54551,3.93212,0.0295455,0.0471563,0.10481,0.0383003,1,0,0,3.21928,0.000880621,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF227.mixedField,7.54044,3.76415,0.0289367,0.0480382,0.108686,0.0437711,1,0,0,3.1001,0.000973468,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF228.mixedField,7.29588,3.73961,0.0280996,0.0448501,0.0996854,0.0382069,1,0,0,3.31166,0.00104529,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF229.mixedField,7.65018,4.08439,0.030714,0.048381,0.106924,0.0376139,1,0,0,3.20636,0.000773451,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF230.mixedField,7.52353,4.00358,0.0299458,0.0469843,0.103663,0.0372763,1,0,0,3.27148,0.000835102,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF231.mixedField,7.65957,4.00402,0.0282999,0.0448037,0.099232,0.0367876,1,0,0,3.3726,0.000937934,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF232.mixedField,7.46,3.96021,0.0287682,0.0448474,0.0986819,0.0364011,1,0,0,3.39878,0.000918772,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF233.mixedField,7.40553,3.94971,0.0295753,0.046087,0.101392,0.0368958,1,0,0,3.32653,0.000871132,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF234.mixedField,7.50351,3.84852,0.0293506,0.047427,0.105987,0.0392539,1,0,0,3.17103,0.000918614,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF235.mixedField,7.36543,3.68994,0.0264572,0.0471118,0.110348,0.138189,1,0,0,3.40644,0.00120149,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF236.mixedField,7.20566,3.86858,0.0330998,0.0520151,0.11484,0.0397293,1,0,0,3.02226,0.000710647,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF237.mixedField,7.3773,3.72674,0.0289622,0.0471327,0.105665,0.0399587,1,0,0,3.15519,0.000987325,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF238.mixedField,7.28702,3.92203,0.0325668,0.0510182,0.11249,0.0390234,1,0,0,3.07171,0.000721874,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF239.mixedField,7.35774,3.84903,0.0291185,0.0459999,0.101787,0.0377972,1,0,0,3.29036,0.000931167,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF240.mixedField,7.60736,4.06281,0.0294669,0.0460363,0.10139,0.0365226,1,0,0,3.34194,0.000845972,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF241.mixedField,7.30823,3.76838,0.0295179,0.0473129,0.105353,0.039221,1,0,0,3.18246,0.000936976,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF242.mixedField,7.38616,3.7508,0.0314393,0.0517347,0.116571,0.0421094,1,0,0,2.9312,0.000825609,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF243.mixedField,7.57574,3.95358,0.02964,0.0477589,0.106594,0.0466242,1,0,0,3.21477,0.000868595,0,0
